tokens per iteration will be: 6,144
found vocab_size = 1061 (inside data\qaoa\meta.pkl)
Initializing a new model from scratch
number of parameters: 6.49M
C:\Users\ruair\Ruairi\5th Year UCD\Thesis\QAOA-GPT\QAOA-GPT NanoGPT\nanoGPT\train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 22, with 6,524,480 parameters
iter 7540: loss 0.6045, time 3498.64ms, mfu 0.02%
iter 7560: loss 0.5787, time 3528.07ms, mfu 0.02%
iter 7580: loss 0.5912, time 3489.59ms, mfu 0.02%
step 7600: train loss 0.3812, val loss 1.0601
saving checkpoint to out-qaoa
iter 7600: loss 0.6253, time 29603.52ms, mfu 0.02%
iter 7620: loss 0.5435, time 3521.06ms, mfu 0.02%
iter 7640: loss 0.6125, time 3498.11ms, mfu 0.02%
iter 7660: loss 0.6553, time 3471.29ms, mfu 0.02%
iter 7680: loss 0.6226, time 3839.55ms, mfu 0.02%
iter 7700: loss 0.5839, time 3485.41ms, mfu 0.02%
iter 7720: loss 0.5772, time 3491.97ms, mfu 0.02%
iter 7740: loss 0.6104, time 3519.43ms, mfu 0.02%
iter 7760: loss 0.5492, time 3478.33ms, mfu 0.02%
iter 7780: loss 0.5946, time 3480.86ms, mfu 0.02%
step 7800: train loss 0.3737, val loss 1.0493
saving checkpoint to out-qaoa
iter 7800: loss 0.5368, time 29390.62ms, mfu 0.02%
iter 7820: loss 0.5561, time 3488.20ms, mfu 0.02%
iter 7840: loss 0.5875, time 3480.79ms, mfu 0.02%
iter 7860: loss 0.5872, time 3463.59ms, mfu 0.02%
iter 7880: loss 0.5781, time 3455.21ms, mfu 0.02%
iter 7900: loss 0.5818, time 3509.79ms, mfu 0.02%
iter 7920: loss 0.5799, time 3494.11ms, mfu 0.02%
iter 7940: loss 0.5883, time 3549.33ms, mfu 0.02%
iter 7960: loss 0.5672, time 3555.10ms, mfu 0.02%
iter 7980: loss 0.5406, time 3589.35ms, mfu 0.02%
step 8000: train loss 0.3621, val loss 1.0452
saving checkpoint to out-qaoa
iter 8000: loss 0.5302, time 30203.84ms, mfu 0.02%
iter 8020: loss 0.5720, time 3480.37ms, mfu 0.02%
iter 8040: loss 0.5339, time 3430.34ms, mfu 0.02%
iter 8060: loss 0.6243, time 3460.91ms, mfu 0.02%
iter 8080: loss 0.5682, time 3488.30ms, mfu 0.02%
iter 8100: loss 0.5077, time 3485.08ms, mfu 0.02%
iter 8120: loss 0.5641, time 3505.73ms, mfu 0.02%
iter 8140: loss 0.6177, time 3502.94ms, mfu 0.02%
iter 8160: loss 0.5679, time 3482.31ms, mfu 0.02%
iter 8180: loss 0.5602, time 3449.97ms, mfu 0.02%
step 8200: train loss 0.3586, val loss 1.0110
saving checkpoint to out-qaoa
iter 8200: loss 0.5823, time 30178.71ms, mfu 0.02%
iter 8220: loss 0.5562, time 3584.35ms, mfu 0.02%
iter 8240: loss 0.5818, time 3622.08ms, mfu 0.02%
iter 8260: loss 0.5521, time 3571.98ms, mfu 0.02%
iter 8280: loss 0.5571, time 3560.68ms, mfu 0.02%
iter 8300: loss 0.5684, time 3552.11ms, mfu 0.02%
iter 8320: loss 0.5614, time 3549.66ms, mfu 0.02%
iter 8340: loss 0.5944, time 3524.10ms, mfu 0.02%
iter 8360: loss 0.5241, time 3571.30ms, mfu 0.02%
iter 8380: loss 0.5257, time 3579.20ms, mfu 0.02%
step 8400: train loss 0.3436, val loss 1.0681
saving checkpoint to out-qaoa
iter 8400: loss 0.5816, time 29496.28ms, mfu 0.02%
iter 8420: loss 0.5038, time 3557.72ms, mfu 0.02%
iter 8440: loss 0.5806, time 3612.84ms, mfu 0.02%
iter 8460: loss 0.5354, time 3569.49ms, mfu 0.02%
iter 8480: loss 0.5390, time 3564.53ms, mfu 0.02%
iter 8500: loss 0.5555, time 3548.07ms, mfu 0.02%
iter 8520: loss 0.5364, time 3593.80ms, mfu 0.02%
iter 8540: loss 0.5552, time 3564.84ms, mfu 0.02%
iter 8560: loss 0.6123, time 3556.54ms, mfu 0.02%
iter 8580: loss 0.5665, time 3600.73ms, mfu 0.02%
step 8600: train loss 0.3439, val loss 0.9975
saving checkpoint to out-qaoa
iter 8600: loss 0.5490, time 30404.91ms, mfu 0.02%
iter 8620: loss 0.5668, time 3561.34ms, mfu 0.02%
iter 8640: loss 0.5155, time 3614.99ms, mfu 0.02%
iter 8660: loss 0.5730, time 3562.25ms, mfu 0.02%
iter 8680: loss 0.5339, time 3573.35ms, mfu 0.02%
iter 8700: loss 0.5153, time 3566.75ms, mfu 0.02%
iter 8720: loss 0.5423, time 3570.02ms, mfu 0.02%
iter 8740: loss 0.5314, time 3541.00ms, mfu 0.02%
iter 8760: loss 0.5107, time 3542.33ms, mfu 0.02%
iter 8780: loss 0.5405, time 3573.35ms, mfu 0.02%
step 8800: train loss 0.3453, val loss 0.9985
saving checkpoint to out-qaoa
iter 8800: loss 0.5271, time 30585.39ms, mfu 0.02%
iter 8820: loss 0.5203, time 3600.82ms, mfu 0.02%
iter 8840: loss 0.5612, time 3557.80ms, mfu 0.02%
iter 8860: loss 0.5698, time 3537.96ms, mfu 0.02%
iter 8880: loss 0.5507, time 3603.53ms, mfu 0.02%
iter 8900: loss 0.5470, time 3601.58ms, mfu 0.02%
iter 8920: loss 0.5734, time 3571.13ms, mfu 0.02%
iter 8940: loss 0.5267, time 3575.66ms, mfu 0.02%
iter 8960: loss 0.5574, time 3548.17ms, mfu 0.02%
iter 8980: loss 0.5014, time 3576.42ms, mfu 0.02%
step 9000: train loss 0.3358, val loss 1.0287
saving checkpoint to out-qaoa
iter 9000: loss 0.5511, time 30541.13ms, mfu 0.02%
iter 9020: loss 0.5002, time 3523.86ms, mfu 0.02%
iter 9040: loss 0.5255, time 3962.87ms, mfu 0.02%
iter 9060: loss 0.5233, time 3526.45ms, mfu 0.02%
iter 9080: loss 0.5178, time 3531.79ms, mfu 0.02%
iter 9100: loss 0.5242, time 3554.84ms, mfu 0.02%
iter 9120: loss 0.5658, time 3576.77ms, mfu 0.02%
iter 9140: loss 0.5231, time 3576.48ms, mfu 0.02%
iter 9160: loss 0.5250, time 3578.31ms, mfu 0.02%
iter 9180: loss 0.5371, time 3498.46ms, mfu 0.02%
step 9200: train loss 0.3321, val loss 1.0246
saving checkpoint to out-qaoa
iter 9200: loss 0.5467, time 28670.30ms, mfu 0.02%
iter 9220: loss 0.4985, time 3491.68ms, mfu 0.02%
iter 9240: loss 0.5574, time 3449.85ms, mfu 0.02%
iter 9260: loss 0.5029, time 3535.04ms, mfu 0.02%
iter 9280: loss 0.5241, time 3521.90ms, mfu 0.02%
iter 9300: loss 0.5291, time 3498.89ms, mfu 0.02%
iter 9320: loss 0.4981, time 3544.22ms, mfu 0.02%
iter 9340: loss 0.5086, time 3498.58ms, mfu 0.02%
iter 9360: loss 0.5367, time 3469.15ms, mfu 0.02%
iter 9380: loss 0.5291, time 3477.20ms, mfu 0.02%
step 9400: train loss 0.3267, val loss 1.0158
saving checkpoint to out-qaoa
iter 9400: loss 0.5201, time 29858.97ms, mfu 0.02%
iter 9420: loss 0.5186, time 3516.13ms, mfu 0.02%
iter 9440: loss 0.5159, time 3482.47ms, mfu 0.02%
iter 9460: loss 0.5512, time 3513.16ms, mfu 0.02%
iter 9480: loss 0.5218, time 3493.77ms, mfu 0.02%
iter 9500: loss 0.5067, time 3484.26ms, mfu 0.02%
iter 9520: loss 0.5256, time 3490.73ms, mfu 0.02%
iter 9540: loss 0.5488, time 3475.32ms, mfu 0.02%
iter 9560: loss 0.5513, time 3520.78ms, mfu 0.02%
iter 9580: loss 0.5102, time 3441.74ms, mfu 0.02%
step 9600: train loss 0.3221, val loss 1.0039
saving checkpoint to out-qaoa
iter 9600: loss 0.5323, time 28872.26ms, mfu 0.02%
iter 9620: loss 0.5299, time 3520.00ms, mfu 0.02%
iter 9640: loss 0.4853, time 3477.79ms, mfu 0.02%
iter 9660: loss 0.4663, time 3451.94ms, mfu 0.02%
iter 9680: loss 0.5362, time 3532.69ms, mfu 0.02%
iter 9700: loss 0.5257, time 3550.73ms, mfu 0.02%
iter 9720: loss 0.5043, time 3485.26ms, mfu 0.02%
iter 9740: loss 0.5193, time 3478.01ms, mfu 0.02%
iter 9760: loss 0.4915, time 3519.75ms, mfu 0.02%
iter 9780: loss 0.5187, time 3483.02ms, mfu 0.02%
step 9800: train loss 0.3229, val loss 0.9817
saving checkpoint to out-qaoa
iter 9800: loss 0.4761, time 29454.11ms, mfu 0.02%
iter 9820: loss 0.4950, time 3536.97ms, mfu 0.02%
iter 9840: loss 0.5519, time 3456.17ms, mfu 0.02%
iter 9860: loss 0.5371, time 3455.10ms, mfu 0.02%
iter 9880: loss 0.5089, time 3512.18ms, mfu 0.02%
iter 9900: loss 0.5154, time 3506.25ms, mfu 0.02%
iter 9920: loss 0.5255, time 3474.39ms, mfu 0.02%
iter 9940: loss 0.4995, time 3490.19ms, mfu 0.02%
iter 9960: loss 0.4973, time 3483.35ms, mfu 0.02%
iter 9980: loss 0.5378, time 3506.66ms, mfu 0.02%
step 10000: train loss 0.3126, val loss 0.9965
saving checkpoint to out-qaoa
iter 10000: loss 0.4425, time 29817.29ms, mfu 0.02%
